word,derivation
तरस्,['`तरस्  इति रूपं भवति ।']
तरस्,['`तॄ प्लवनतरणयोः  इति धातोः `सर्वधातुभ्य असुन्   उ.4 189  इत्यनेन सूत्रेण']
तरस्,"['असुन् प्रत्यये, `सार्वधातुकार्धधातुकयोः   7 3 84  इत्यनेन सूत्रेण गुणे च']"
स्यद,"['`स्यन्द  शब्दात् `स्यदो जवे   6 4 28  इत्यनेन सूत्रेण गञ् प्रत्यये, अनेनैव']"
स्यद,['नलोपे च `स्यद  इति रूपं सिध्यति ।']
जव,[' जुचङ्क्रम्यदन्दद्रम्यसृगृधिज्वलशुचलषपतपदः   3 2 150  इत्यनेन सूत्रेण']
जव,"['`ओगुण   6 4 146  इत्यनेन सूत्रेण उकारस्य ओकारे, `एचोयवायावः   6 1 58']"
जव,"['`जु  धातुः सौत्रधातुत्वात्, `ऋतोरप्   3 3 57  इत्यनेन सूत्रेण अप् प्रत्यये']"
जव,"['इत्यनेन सूत्रेण, ओकारस्थ अवादेशे `जव  इति रूपं सिध्यति ।']"
शीघ्र,['       इति रगन्तो निपातनात् शीघ्र इति रूपं भवति ।']
शीघ्र,['`शिघिव्याप्तौ  इति धातोः  अथवा  शिघि आग्राणे इति धातोः `शीघ्रादयश्च']
त्वरित,"[' 3 4 72  इत्यनेन सूत्रेण कर्मणि क्तः प्रत्यये, रुष्यमम्वरसंघुषा।़।़स्वनाम्']"
त्वरित,[' 7 2 28  इत्यनेन सूत्रेण इट् प्रत्यये त्वरित इति रूपं सिध्यति ।']
त्वरित,"['`ञित्वरा संभ्रमे  इति धातोः, गत्यर्त्याकर्मकश्लिषशीङ्स्थासवसजनरुहजीर्यतिभ्यश्च']"
लघु,"[' लघि गतौ  इति धातोः, लङ्घिबंह्योर्नलोपश्च  उ.1 29  इत्यनेन उणादि सूत्रेण']"
लघु,['कुः प्रत्यये नलोपे च लघु इति रूपं सिध्यति ।']
क्षिप्र,"['`क्षिपप्रेरणे  इति धातोः, स्फायिताञ्चिवञ्चिशकिक्षिपिक्षुदिसृपितृपिद्दापिवन्द्यु']"
क्षिप्र,['न्दिश्वितिवृत्यजिनीपदिमदिमुदिखिदिछिदिभिदिमन्दिचन्दिदहिदसिदम्भिवसिवाशि']
क्षिप्र,"['प्रत्यये, `क्षिप्र  इति रूपं सिध्यति ।']"
क्षिप्र,['शीङ्हासिसिधिशुभिभ्यो रक  उ.2 13  इत्यनेन उणादि सूत्रेण रक् प्रत्यये रक्']
अर,['ऋ गतौ इति धातोः  नन्दिग्राहिपचादिभ्योल्युणिन्यचः   3 1 134  इत्यनेन']
अर,"['सूत्रेण अच् प्रत्यये, गुणे च अर इति रूपं भवति ।']"
द्रुत,[' 3 4 72  इत्यनेन सूत्रेण क्तः प्रत्यये द्रुत इति रूपं सिध्यति ।']
द्रुत,"[' द्रु गतौ  इति धातोः,  गत्यर्थाकर्मकश्लिषशीङ्स्थासवस जनरुहजीर्यतिभ्यश्च']"
सत्वर,['`तेन सहेति तुल्ययोगो   2 2 28  इत्यनेन सूत्रेण बहुव्रीहि समासत्वात्']
सत्वर,['`सत्व  इति रूपं सिध्यति ।']
चपल,"['`चुप मन्दयां गतौ  इति धातोः, `चुपेरश्चोपधायाः   1 116  इत्यनेन सूत्रेण']"
चपल,"['कल प्रत्यये, उपधायाः उकारस्य अकारे च `चपल  इति रूपं भवति ।']"
तूर्ण,"[' 3 4 72  इत्यनेन सूत्रेण कर्मणि क्तः प्रत्यये, ज्वरत्यरस्त्रिव्यविमवामुपधायाश्च']"
तूर्ण,"[' 6 4 20  इत्यनेन सूत्रेण उपधावकारयोः ऊठ् प्रत्यये, `रदाभ्यां निष्ठातो नः']"
तूर्ण,"['त्वर् संभ्रमे इति धातोः, गत्यर्थाकर्मकश्लिषशीङ्स्थासवसजनरुहजीर्यतिभ्यश्च']"
तूर्ण,"['पूर्वस्य च दः   8 2 42  इत्यनेन सूत्रेण नः प्रत्यये, `रषाभ्यां नो णः']"
तूर्ण,['समानपदे   8 4 1  इत्यनेन सूत्रेण नस्य णत्वे च तूर्ण इति रूपं सिध्यति ।']
आशु,['`अशूङ्व्याप्तौ  इति धातो  कृवापाजिमिस्वदिसाध्यशूभ्य उण्   उ.1 1  इत्यनेन']
आशु,"['उणादि सूत्रेण उण् प्रत्यये, अचोञ्णिति  7 2 115  इत्यनेन सूत्रेण आदिवृद्धौ']"
आशु,['च `आशु  इति रूपं भवति ।']
सतत,"['तनोत्यादीनामनुनासिकलोपो झलि क्ङिति  6 4 37  इत्यनेन सूत्रेण नकार लोपे,  समो']"
सतत,"['वा हितततयोः   वा.6 1 144  इत्यनेन उपसर्गस्थ मकार लोपे, सतत इति रूपं सिध्यति ।']"
सतत,['सं उपसर्गपूर्वक तनु विस्तारे इति धातोः  गत्यर्थाकर्मकश्लिषशीङ्स्थासव']
सतत,"['सजनरुहजीर्यतिभ्यश्च   3 4 72  इत्यनेन सूत्रेण क्त प्रत्यये,  अनुदात्तोपदेशवनति']"
अनारत,[' नञो।़स्त्यर्थानां वाच्यो वा उत्तरपदलोपः   वा.2 2 24  इत्यनेन सूत्रेण']
अनारत,['बहुव्रीहिसमासत्वात् अनारत इति रूपं सिध्यति ।']
अश्रान्त,['`श्रमु तपसि खेदे च  इति धातोः  नपुंसके भावे क्तः   3 3 114  इत्यनेन']
अश्रान्त,['अनुनासिकान्तस्योपधायाः दीर्घे श्रान्त इति रूपं भवति ।']
अश्रान्त,['नञो।़स्त्यर्थानां वाच्यो वा उत्तरपदलोपः  वा.2 2 24  इत्यनेन सूत्रेण बहुव्रीहि']
अश्रान्त,['समासत्वात् अश्रान्त इति रूपं सिध्यति ।']
अश्रान्त,"['सूत्रेण क्त प्रत्यये,  अनुनासिकासस्य क्विझलोः ङ्किति   6 4 15  इत्यनेन सूत्रेण']"
अनिश,[' नञोस्त्यर्थानां वाच्यो वा उत्तरपदलोपः   वा.2 2 24  इत्यनेन बहुव्रीहि']
अनिश,['समासत्वात् अनिश इति रूपं भवति ।']
नित्य,['नियमार्थे नि शब्दात्  त्युब्नोध्रुव इति वक्तव्यम्   वा.4 2 104  इत्यनेन']
नित्य,['वार्तिकेन `त्यप्  प्रत्यये नित्य इति रूपं सिध्यति ।']
अनवरत,['`अव  उपसर्गपूर्वक `रम्  दातोः  नपुंसके भावे क्तः   3 4 72  इत्यनेन']
अनवरत,"['सूत्रेण क्त प्रत्यये, अवरतं इति रूपं भवति ।']"
अजस्र,"['`जसु मोक्षणे  इति धातोः, नमिकम्पिस्म्यजसकमहिंसदीपो रः  3 2 167  इत्यनेन']"
अजस्र,"['न जस्र इति विग्रहे, `नञः तत्पुरुषात्   5 4 71  इत्यनेन सूत्रेण नञ्\u200cतत्पुरुष']"
अजस्र,['समासत्वात् अजस्र इति रूपं भवति ।']
अजस्र,"['सूत्रेण रक् प्रत्यये, जस्र इति रूपं भवति ।']"
अतिशय,['अति उपसर्गपूर्वक `शी  धातोः `नन्दिग्राहिपचादिभ्योल्युणिन्यचः   3 1 134']
अतिशय,"['इत्यनेन सूत्रेण अच् प्रत्यये, `सार्वधातुकार्धधातुकयोः   7 3 84  इत्यनेन सूत्रेण']"
अतिशय,"['गुणे, `एचोयवायावः   6 1 78  इत्यनेने सूत्रेण एकारस्य अयादेशे `अतिशय  इति']"
अतिशय,['रूपं सिध्यति ।']
भर,['आद्गुणः  6 1 87  इत्यनेन सूत्रेण गुणे च भर इति रूपं सिध्यति ।']
भर,['घः प्रत्यये आद्गुणः  6 1 87  इत्यनेन सूत्रेण गुणे च `भर  इति रूपं सिध्यति ।']
भर,"['भृ भरणे इति धातोः `ऋतोरप्   3 3 57  इत्यनेन सूत्रेण `अप्  प्रत्यये,']"
भर,['भृ भरणे इति धातोः `पुंसि संज्ञायां घः प्रायेण   3 3 118  इत्यनेन सूत्रेण']
भर,"['भृ भरणे इति धातोः, `नन्दिग्राहिपचादिभ्योल्युणिन्यचः   3 1 134  इत्यनेन']"
भर,['सिध्यति ।']
भर,"['सूत्रेण अच् प्रत्यये, आद्गुणः  6 1 87  इत्यनेन सूत्रेण च `भर  इति रूपं']"
अतिवेल,['अतिक्रान्तार्थे  अत्यादयः क्रान्ताद्यर्थे द्वितीयया   वा. 2 2 18  इत्यनेन']
अतिवेल,['वार्तिकेन समासत्वात् `अतिवेल  इति रूपं सिध्यति ।']
भृश,['`भृश  इति रूपं सिध्यति ।']
भृश,['भृश् धातोः  इगुपधज्ञाप्रीकिरः कः   3 1 134  इत्यनेन सूत्रेण कः प्रत्यये']
अत्यर्थ,['अतिक्रान्तार्थे  अत्यादयः क्रान्ताद्यर्थे द्वितायया   वा.2 2 18  इत्यनेन']
अत्यर्थ,['वार्तिकेन समसात्वात् `अत्यर्थ  इति रूपं सिध्यति ।']
अतिमात्र,[' 1 1 41  इत्यनेन सूत्रेण भव्यय संज्ञात्वात् `अतिमात्रम्  इति रूपं भवति ।']
अतिमात्र,['अतिक्रान्तार्थे  अत्यादयः क्रान्ताद्यर्थे द्वितीयया   वा.2 1 18  इत्यनेन']
अतिमात्र,['समासत्वात् अतिमात्रा इति रूपं प्राप्ति `गोस्त्रियोरुपसर्जनस्य   1 2 48  इत्यनेन']
अतिमात्र,"['सूत्रेण स्त्री प्रत्ययान्तस्य प्रातिपदिकस्य तदन्तस्य आकारस्थ अकारे,  अव्ययीभावश्च']"
उद्गाढ,"[' 3 4 72  इत्यनेन सूत्रेण क्तः प्रत्यये `होढः   8 2 31  इत्यनेन हस्त ढत्वे,']"
उद्गाढ,['उद् उपसर्गपूर्वक गाह् धातोः  गत्यर्थाकर्मकश्लिषशीङ्स्थासवसजनरुहजीर्यतिभ्यश्च']
उद्गाढ,['उद्गाढ इति रूपं भवति ।']
निर्भर,[' प्रादिभ्यो धातुजस्य वाच्यो वा चोत्तरपदलोपः   वा.2 2 24  इत्यनेन']
निर्भर,['वार्तिकेन समासत्वात् निर्भर इति रूपं भवति ।']
तीव्र,['`तविस्थौल्ये  इति धातोः `बहुलमन्यत्रापि संज्ञाछन्दसोः   उ.2 25']
तीव्र,['इत्यनेन उणादि सूत्रेण रक् प्रत्यये `तीव्र  इति रूपं सिध्यति ।']
एकान्त,['अनेकमन्यपदार्थे  2 2 24  इत्यनेन सूत्रेण बहुव्रीहिसमासत्वात् `एकान्त']
एकान्त,['इति रूपं भवति ।']
नितान्त,"[' नि + ताम् + त ,  अनुस्वारस्य ययि परसवर्णः   8 4 58  इत्यनेन मस्य नकारे']"
नितान्त,['`नितान्त  इति रूपं सिध्यति ।']
नितान्त,"['क्विझलोः किङ्ति   6 4 15  इत्यनेन सूत्रेण अनुनासिकान्तस्य उपधायाः दीर्घे,']"
नितान्त,"['नि उपसर्गपूर्वक  तमुकाङ्क्षायाम्  इति धातोः,  त्यर्थाकर्मकश्लिषशीङ्स्था']"
नितान्त,"['सवसजनरुहजीर्यतिभ्यश्च   3 4 72  इत्यनेन सूत्रेण क्तः प्रत्यये,  अनुनासिकस्य']"
गाढ,"['इत्यनेन सूत्रेण `क्त  प्रत्यये,  होढः   8 2 31  इत्यनेन सूत्रेण पदान्तस्य']"
गाढ,['गाह् धातोः `गत्यर्थाकर्मकश्लिषशीङ्स्थासवसजनरुहजीर्यतिभ्यश्च   3 4 72']
गाढ,"['हस्य ढत्वे, गाढ इति रूपं भवति ।']"
बाढ,"['बाहृ प्रयत्ने इति धातोः, क्षुब्धस्वान्तध्वान्तलग्नम्लिष्टविरिब्धफाण्टबाढानि']"
बाढ,['मन्थमनस्तमः सक्ताविस्पष्टस्वरानाया सभृशेषु   7 2 18  इत्यनेन सूत्रेण निपातनात्']
बाढ,['हस्य ढत्वे बाढं इति रूपं सिध्यति ।']
दृढ,['`दृह दृहि वृद्धौ  इति धातोः गत्यर्थाकर्मकश्लिषशीङ्स्थासवसजनरुहजीर्य']
दृढ,['तिभ्यश्च  इत्यनेन क्त प्रत्यये दृढःस्थूलबलयोः  7 2 20  इत्यनेन सूत्रेण']
दृढ,"['निपातनात् तस्य ढत्वे, हकार लोपे च `दृढ  इति रूपं भवति ।']"
कुबेर,['`कुबि आच्छादने  इति धातो  कुम्बेर्नलोपश्च   उ.1 59  इत्यनेन उणादि सूत्रेण']
कुबेर,['इति रूपं सिध्यति ।']
कुबेर,['कुत्सितार्थे कु इति अव्ययम् । कुगतिप्रादयः  2 2 18  इत्यनेन सूत्रेण']
कुबेर,"['रक् प्रत्यये, सार्वधातुकार्धधातुकयोः  7 3 84  इत्यनेन सूत्रेण गुणे च `कुबेर']"
कुबेर,['समासत्वात् कुबेर इति रूपं सिध्यति ।']
यक्षराज्,"['मुपसर्गे।़पि क्विप्   3 2 61  इत्यनेन सूत्रेण क्विप् प्रत्यये, यक्षराज् इति रूपं']"
यक्षराज्,['यक्ष उपपदपूर्वक राज् धातोः  सत्सूद्विषद्रुहदुहयुजविदभिदच्छिदजिनीराजा']
यक्षराज्,['सिध्यति ।']
गुह्यकेश्वर,['`षष्ठी   2 2 8  इत्यनेन सूत्रेण समासत्वात् `गुह्यकेश्वर  इति रूपं सिध्यति ।']
मनुष्यधर्मन्,['मनुष्य उपपपूर्वक धर्म शब्दात्  धर्मादनिच्केवलात्   5 4 124  इत्यनेन']
मनुष्यधर्मन्,['सूत्रेण अनिच् प्रत्यये `मनुष्यधर्मन्  इति रुपं भवति ।']
धनद,['धन उपपदपूर्वक `डुदाञ् दाने  इति धातोः  आतो।़नुपसर्गे कः   3 2 3  इत्यनेन']
धनद,['सूत्रेण कः प्रत्यये `धनदः इति रूपं सिध्यति ।']
राजराज,"['`राजाह सखिभ्यष्टच्   5 4 91  इत्यनेन सूत्रेण टच् प्रत्यये, राजराज इति']"
राजराज,['रूपं सिध्यति ।']
धनाधिप,['षष्ठी  2 2 8  इत्यनेन सूत्रेण तत्पुरुष समासत्वात् धनाधिप इति रूपं सिध्यति ।']
किन्नरेश,['षष्ठी  2 2 8  इत्यनेन सूत्रेण समासत्वात् `किन्नेरश  इति रूपं सिध्यति ।']
वैश्रवण,['इत्यनेन सूत्रेण आदिवृद्धौ `वैश्रवण्  इति रूपं सिध्यति ।']
वैश्रवण,['विश्रवस शब्दात्  शिवादिभ्यो।़ण्   4 1 112  इत्यनेन सूत्रेण विश्रव']
वैश्रवण,"['शब्दस्य निपातनात् वि श्रवण आदेश, अण् प्रत्यये, तद्धितेष्वचामादेः  7 1 117']"
पौलस्त्य,['`पौलस्त्य  इति रूपं सिध्यति ।']
पौलस्त्य,['पुलस्ति शब्दात् अपत्यार्थे `गर्गादिभ्यो यञ्   4 1 105  इत्यनेन सूत्रेण']
पौलस्त्य,"['यञ् प्रत्यये, `तद्धितेष्वचामादेः   7 1 117  इत्यनेन सूत्रेण आदिवृद्धौ च']"
नरवाहन,['अनेकमकन्यपदार्थे  2 2 24  इत्यनेन सूत्रेण बहुव्रीहिसमास्तवात् नखाहन']
नरवाहन,['इति रूपं भवति । `क्षुभ्नादिषु च   8 4 39  इत्यनेन सूत्रेण नस्य णत्वं न स्यात् ।']
एकपिङ्ग,['`अनेकमन्यपदार्थे   2 2 24  इत्यनेन सूत्रेम समासत्वात्  बहुव्रीहि  एकपिङ्ग']
एकपिङ्ग,['इति रूपं सिध्यति ।']
श्रीद,"['प्रत्यये, आतो लोपे च `श्रीद  इति रूपं भवति ।']"
श्रीद,"['श्री उपपदपूर्वक दा धातोः,  आतो।़नुपसर्गे कः   3 2 3  इत्यनेन सूत्रेण कः']"
पुण्यजनेश्वर,['`षष्ठी   2 2 8  इत्यनेन तत्पुरुषसमास सूत्रेण समासत्वत् `पुण्यजनेश्वर  इति']
पुण्यजनेश्वर,['रूपं सिध्यति ।']
चैत्ररथ,[' चैत्ररथ  इति रूपं सिध्यति ।']
चैत्ररथ,"['अण् प्रत्यये,  तद्धितेष्वचामादेः   7 1 117  इत्यनेन सूत्रेण आदिवृद्धौ']"
चैत्ररथ,['चित्रर्थ शब्दात् तेन निर्मितार्थे  तेन निर्वृत्तम्   4 2 68  इत्यनेन सूत्रेण']
नलकूबर,['`नल बन्धने  इति धातोः  नन्दिग्राहिपचादिभ्योल्युणिन्यचः   3 1 134  इत्यनेन']
नलकूबर,['कूवर   कु शब्दे  स्थेशभासपिसकसो वरच्   3 2 175  इत्यनेन सूत्रेण']
नलकूबर,['नलः कूवरो यस्य इति विग्रहे `अनेकमन्यपदार्थे   2 2 24  इत्यनेन सूत्रेण']
नलकूबर,['वरच् प्रत्यये कूवर इति रूपं सिध्यति ।']
नलकूबर,['समासत्वात् नलकूवर इति रूपं सिध्यति ।']
नलकूबर,['सूत्रेण अच् प्रत्यये `नल  इति रूपं सिध्यति ।']
कैलास,[' 7 2 117  इत्यनेन सूत्रेण आदिवृद्धौ `कैलास  इति रूपं सिध्यति ।']
कैलास,['के उपपदपूर्वक लास शब्दात्  हलदन्तात्संप्रम्याः संज्ञायाम्   6 3 9  इत्यनेन']
कैलास,"['केलीनां समूहः इति विग्रहे, तस्य समूहः  4 2 37  इत्यनेन सूत्रेण अण्']"
कैलास,['कैल उपपदपूर्वक आस उपवेशने इति धातोः `हलश्च   3 3 121  इत्यनेन']
कैलास,"['प्रत्यये, `तद्धितेष्वचामादेः   7 2 117  इत्यनेन आदिवृद्धौ च कैलम् इति रूपं']"
कैलास,['भवति ।']
कैलास,"['सूत्रेण अलुकि, तस्येदं  4 3 12  इत्यनेन सूत्रेण अण् प्रत्यये तद्धितेष्वचामादेः']"
कैलास,"['सूत्रेण घञ् प्रत्यये, `कैलास  इति रूपं भवति ।']"
अलका,[' क्षिपकादीनां च   व.7 3 45  इत्यनेन सूत्रेण इत्वं न स्यात् ।']
अलका,['`अजाद्यतष्टाप्   4 1 4  इत्यनेन सूत्रेण टाप् प्रत्यये `अलका  इति रूपं भवति ।']
अलका,['`अल  भूषणादिषु धातोः  क्वुन् शिल्पिसंज्ञयोरपूर्वस्यापि   उ.2 32  इत्यनेन']
अलका,"['सूत्रेण क्वन् प्रत्यये, युवोरनाकौ  7 1 1  इत्यनेन सूत्रेण `अक  प्रत्यये']"
पुष्पक,['`पुष्प विकसने  इति धातोः  क्वन् शिल्पिसंज्ञयोरपूर्वस्यापि   उ.2 32  इत्यनेन']
पुष्पक,['`पुष्पक  इति रूपं भवति ।']
पुष्पक,['इति रूपं सिध्यति ।']
पुष्पक,['पुष्पशब्दात् `इवे प्रतिकृतौ   7 3 96  इत्यनेन सूत्रेण कन् प्रत्यये `पुष्पक']
पुष्पक,"['सूत्रेण क्वन् प्रत्यये, `युवोरनाकौ   7 1 1  इत्यनेन सूत्रेण `अक  प्रत्यये']"
तुरङ्गवदन,['`उपमानाच्च   5 4 137  इत्यनेन सूत्रेण समासत्वात् तुरङ्गवदन इति रूपं सिध्यति ।']
मयु,"[' उ.1 7  इत्यनेन सूत्रेण प्रत्यये, `सार्वधातुकार्धधातुकयोः   7 3 84  इत्यनेन']"
मयु,['`डुमिञ् प्रेक्षपणे  इति धातोः भृमृशीतृचरित्सरितनिधनिमिमसूजिभ्य उः']
मयु,['गुणे `एचोयवायावः   6 1 78  इत्यनेन सूत्रेण अयादेशे `मयु  इति रूपं सिध्यति ।']
निधि,['`नि  उपसर्गपूर्वक धाञ् धातोः `उपसर्गे घो किः   3 3 92  इत्यनेन सूत्रेण']
निधि,['किः प्रत्यये निधि इति रूपं भवति ।']
शेवधि,['`किः  प्रत्यये `शेवधि  इति रूपं सिध्यति ।']
शेवधि,['`सार्वधातुकार्धधातुकयोः   7 3 84  इत्यनेन सूत्रेण गुणे च शेव इति रूपं भवति ।']
शेवधि,['अलुक् समासत्वात् शेवधि इति रूपं सिध्यति ।']
शेवधि,"['शी धातोः  इण् शीभ्यां वन्   उ.1 152  इत्यनेन सूत्रेण वन् प्रत्यये,']"
शेवधि,['शे उपपदपूर्वक वधि शब्दात् तत्पुरुष कृति बहुलम्  6 3 14  इत्यनेन सूत्रेण']
शेवधि,['शेव उपपदपूर्वक धी धातोः  कर्मव्यधिकरणे च   3 3 93  इत्यनेन सूत्रेण']
पद्म,['`पद्लृ गतौ सेवायां  इति धातोः `अर्तिस्तुसुहुसृधृभिक्षुभायावापदियक्षिनीभ्यो']
पद्म,['मन्   उ.1 145  इत्यनेन उणादि सूत्रेण मन् प्रत्यये `पद्म  इति रूपं सिध्यति ।']
शंख,"['`शमु उपशमने  इति धातोः, `शेमः खः   उ.1 102  इत्यनेन सूत्रेण `खः']"
शंख,['प्रत्यये `शंख  इति रूपं सिध्यति ।']
महापद्म,[' तत्पुरुषसमानाधिकरण कर्मधारयः   1 2 42  इत्यनेन सूत्रेण कर्मधारय']
महापद्म,['समासत्वात् महापद्म इति रूपं सिध्यति ।']
मकर,['`मकि भूषायां  इति धातोः  नन्दिग्राहिपचादिभ्योल्युणिन्यचः   3 1 134  इत्यनेन']
मकर,['मक उपपदपूर्वक रा धातोः  रातीत्यर्थे  `आतोनुपसर्गे कः   3 2 3  इत्यनेन']
मकर,['सूत्रेण अच् प्रत्यये मक इति रूपं भवति ।']
मकर,['सूत्रेण कः प्रत्यये मकर इति रूपं भवति ।']
कच्छप,['कच्छ उपपदपूर्वक पा पालने इति धातोः `आतो।़नुपसर्गे कः   3 2 3  इत्यनेन']
कच्छप,['सूत्रेण कः प्रत्यये `कच्छप  इति रूपं भवति ।']
मुकुन्द,['इत्यनेन सूत्रेण कः प्रत्यये `मुकुन्द  इति रूपं भवति ।']
मुकुन्द,['मुकु उपपदपूर्वक डु दाञ्  दाने  इति धातोः  आतो।़नुपसर्गे कः   3 1 3']
कुन्द,['इत्यनेन सूत्रेण कः प्रत्यये `कुन्द  इति रूपं भवति ।']
कुन्द,['कुमिति मान्तमव्ययम् । डुदाञ् दाने इति धातोः `आतोनुपसर्गे कः   3 1 3']
नील,[' 3 1 134  `नील्  इति रूपं भवति ।']
नील,['नील् शब्दात् ईङ् धातोः नन्दिग्राहिपचादिभ्योल्युणिन्यचः अच् प्रत्यये']
वर,['`सार्वधातुकार्धधातुकयोः   7 3 84  इत्यनेन सूत्रेण गुणे च वर इति रूपं भवति ।']
वर,"['वृञ् वरणे इति धातोः `ऋदोरप्   3 3 57  इत्यनेन सूत्रेण `अप्  प्रत्यये,']"
चर्चा,['चर्च अध्ययने इति धातोः  चिन्तिपूजिकछिकुम्बिचर्चश्च   3 3 105  इत्यनेन']
चर्चा,['सूत्रेण अङ् प्रत्यये चर्चा इति रूपं भवति ।']
व्योमन्,[' 6 4 201  इत्यनेन सूत्रेण उठ् आदेशे  सार्वधातुकार्धधातुकयोः   17 3 841']
व्योमन्,['इत्यनेन सूत्रेण गुणे व्योम इति रूपं सिध्यति ।']
व्योमन्,['मनिन् प्रत्यये `वि  इत्यस्य `इ  कारस्य पणादेशे  ज्वरत्वरक्षिव्यविमवामुपपायास्च']
व्योमन्,['वि पूर्वात् अव धातोः  आतोमनिन्क्\u200cवनिष्वनिपश्च   3 2 74  इत्यनेन सूत्रेण']
पुष्कर,['`पुष पुष्तौ  इति धातोः  पुष कित्   3 4 4  इत्यनेन सूत्रेण कश्च् प्रत्यये']
पुष्कर,['पुस्तकम् इति रूपं सिध्यति ।']
गगन,['गगन इति रूपं सिध्यति ।']
गगन,['गम्लृ गतौ इति धातोः  गमेर्गश्च   उ.2 77  इत्यनेन सूत्रेण युच् प्रत्यये']
गगन,['गश्चान्तादेशे  युवौपनारौ   7 1 1  इत्यनेन सूत्रेण `यु  कारस्य स्थाने अनादेशे']
अनन्त,['इति वार्तिकेन बहुव्रीहिः समासे अनन्त इति सिध्यति ।']
अनन्त,['न विद्यते अन्तः इति विग्रहे  नञो।़स्त्यर्धानां वाच्यो वा चोत्तरपद लोपः ।']
ख,['खर्व गतौ इति धातोः ।']
वियत्,['तुगागमे विचत् इति सिध्यति ।']
वियत्,['वार्तिकेन `म्  कारस्य लोपे  ह्रस्वस्य णिति कृति तुक्   6 1 79  इति सूत्रेण']
वियत्,['वि उपसर्गे पूर्वक `यम् उपरमे  इति धातोः  अन्योभ्यो।़पि दृश्यते  इति']
वियत्,"['सूत्रेण क्विप् प्रत्यये, तस्य लोपे  गमादीनामिति वक्तव्यम्   वा.6 4 40  इति']"
आकाश,['आ समान्तात् `काशृ दीप्तौ  इति धातोः `हलश्च   3 3 121  इत्यनेन सूत्रेण']
आकाश,['घञ् प्रत्यये आकाशः इति सिध्यति ।']
विहायस्,[' उ.4 221  इत्यनेन सूत्रेण असुन् प्रत्यये  आतो पुक् चिण्कृतोः   7 3 33']
विहायस्,['इत्यनेन सूत्रेण युगागमे विद्यायः इति सिध्यति ।']
विहायस्,['वि उपसर्ग पूर्वक ओहाक् त्यागे इति धातोः  वहिहाधाञ्\u200cभ्यश्छन्दसि']
विहायस्,['वि उपसर्ग पूर्वक हय गतौ इति धातोः  सर्वधातुभ्यो।़सुन्   उ.638  इत्यनेन']
विहायस्,['विहायः इति सिध्यति ।']
विहायस्,['सूत्रेण असुन् प्रत्यये  अतो दीर्घो पञि   7 3 101  इत्यनेन सूत्रेण दीर्घे']
दिश्,[' 3 2 59  इत्यनेन सूत्रेण क्विन् प्रत्यये दिशः इति सिध्यति ।']
दिश्,['दिश अतिसर्जने इति धातोः  ऋत्विग्दधृल्क्षग्दिमगुष्णिगञ्चुयुजिक्रञ्चां च']
ककुभ्,['इत्यनेन सूत्रेण क्विप् प्रत्यये  पृषोदरादीनि यथोपदिष्टम्   6 3 109  इत्यनेन']
ककुभ्,['क उपपद पूर्वक `स्कुभु विस्तारे द्युतौ इति धातोः  अन्येभ्यो।़पि दृश्यते']
ककुभ्,['ककुभ इति सिध्यति ।']
ककुभ्,['सूत्रेण `स्  इति धातोः  उणादयो बहुलम्   3 3 1  इत्यनेन सूत्रेण उभ् प्रत्यये']
काष्ठा,[' हलन्त्यन्   1 3 3  इति `न्  कारस्य तथा  लशक्वतद्धिते   1 3 8  इत्यनेन']
काष्ठा,['`ठ  कारे  व्रश्चभ्रस्जसृजमृजयजराजभ्राजच्छशां षः   8 2 36  इत्यनेन सूत्र्ण `श्']
काष्ठा,['कारस्य `ष्  कारे ततः  अजाद्यतष्टाप्  इति टापि काष्ठा इति सिध्यति ।']
काष्ठा,['काशृ दीप्तौ इति धातोः  हनिकुषिनरिकाशिभ्यः क्थन्  उ.167  इति क्थन् प्रत्यये']
काष्ठा,['सूत्रेण `क्  कारस्य लोपे  ष्टुना ष्टुः   8 4 49  इत्यनेन सूत्रेण `थ  कारस्य']
आशा,[' 3 1 134  इति अनेन सूत्रेण अच् प्रत्यये  अजाद्यतष्टाप्  4 1 4  इत्यनेन']
आशा,['आ समन्ताद् अशू व्याप्तौ इति धातोः  नन्दिग्राहिपचादिभ्योल्युणिन्यचः']
आशा,['सूत्रेण टाप् प्रत्यये `आशा  इति रूपं सिध्यति ।']
हरित्,['`इत्  प्रत्यये  उरण् रपरः   1 1 59  इत्यनेन सूत्रेण रपरत्वे `हरित्  इति सिध्यति ।']
हरित्,['हृञ् हरणे इति धातोः  हृसृरुहियुषिभ्य इतिः   उ.1 97  इत्यनेन सूत्रेण']
प्राची,[' 4 1 6  इत्यनेन सूत्रेण ङीष् प्रत्यये `प्राची  इति सिध्यति ।']
प्राची,['उपधायाः किङ्ति   6 4 24  इत्यनेन सूत्रेण `न्  कारस्य लोपे  उगितश्च']
प्राची,['गञ्चुयुजिक्रुञ्चां च   3 1 59  इत्यनेन सूत्रेण क्विन् प्रत्यये  अनिदितां हल']
प्राची,['प्र उपसर्ग पूर्वक  अञ्चु गतिपूजनयोः  इति धातोः ऋत्विग्दधृल्क्षग्दिगुष्णि']
अवाची,['अव उपसर्ग पूर्वक `अञ्चुगतिपूजनयोः  इति धातोः  क्रृत्विग्दधृल्क्षग्दिगुष्णि']
